id,user_id,vehicle_id,rating,comment
75,20,a040fd97-d50e-442a-8c74-ad2b98ac5704,3.0,Комфортно и недорого.
76,20,0ee61625-0075-442e-b476-f275cc9d8f2f,4.0,Отлично!
77,20,19bbaae7-d987-460b-b62e-cd11db3420f5,3.0,Машина в хорошем состоянии.
78,20,a950f7a9-41bf-4714-8275-5f8eddb7cc0c,3.5,Мало места для багажа.
79,20,27fc79f4-efbb-44c3-911b-319b72bbb10d,3.5,Мало места для багажа.
80,21,866f1a83-f703-4bf4-9df6-d0b2fd083b9f,4.0,Мало места для багажа.
81,21,b29f41e1-f8fd-482f-8c68-ddedc1ad0ae9,1.5,Многие недочёты.
82,21,f226c9a4-21ac-47b7-a950-0fbe965b2c8b,3.5,Комфортно и недорого.
83,22,40e60e9b-3bba-4139-92a7-fa4864ca9fb6,1.0,Не советую.
84,22,9473ab3c-aa90-41d7-bf6c-fd7b35e951c3,3.5,Машина в хорошем состоянии.
85,22,e3d96194-1ca1-4447-ba3c-1b4836f8906f,4.0,Буду брать ещё раз!
86,23,22bb3b0f-8df7-426d-a2a5-fb0ee3a3e6f1,4.5,Буду брать ещё раз!
87,23,20d395ec-1a53-4d40-8e33-6381770165ff,5.0,Проблем не было.
88,23,b814020f-e88d-45d3-8545-1b5b958840a0,3.5,Комфортно и недорого.
89,23,c904e6c6-1e3a-4860-bf49-1ef5f87df450,4.5,"Все супер, рекомендую."
90,23,347140ee-76ac-4cef-8b91-eb26c4c964d4,2.0,Не дотянула до ожиданий.
91,23,abe0bfdd-f4b9-4d77-94e7-d8528134523f,4.5,Отлично!
92,24,398b21fc-bfa0-4fcb-a402-5fcb9f03e383,3.5,Мало места для багажа.
93,24,5587a28d-136c-40cd-bca8-6c53c47db93d,5.0,Отлично!
94,24,847d151d-80e6-4d61-8212-c613434ab840,2.5,Многие недочёты.
95,25,170b8fc5-7b75-403f-a3e8-7e23b932c6ab,4.0,Проблем не было.
96,25,85297aa8-aa01-441c-9a1d-5d9210b2accf,4.0,"Немного шумновата, но ехать можно."
97,25,9473ab3c-aa90-41d7-bf6c-fd7b35e951c3,4.0,Машина в хорошем состоянии.
98,25,ca4c77cd-05cf-492e-8ba1-e7fe42b52871,1.0,Не дотянула до ожиданий.
99,25,d468c836-c26d-49df-b5bb-049658f52c21,1.5,Не советую.
100,26,b9524ab1-6151-41ac-be66-4f6fba141249,1.5,Многие недочёты.
101,26,ac2420c3-6c1c-4d74-85b4-73969019054a,3.5,"Немного шумновата, но ехать можно."
102,26,8455596e-554c-401b-899d-7e459b27959b,2.0,Не советую.
103,27,847d151d-80e6-4d61-8212-c613434ab840,1.5,Не советую.
104,27,e120d717-7be8-4323-b1e4-5ae6abe2c632,3.0,Проблемы с надёжностью.
105,27,cf23057e-ab35-47ee-bcdd-4cf5572f791e,4.5,Проблем не было.
106,27,c7d53caa-bd80-4297-8606-ff4fc94b0fb2,4.0,Отлично!
107,28,9805fbe5-7b75-4bf1-ab8c-304ff5dc9cdc,4.0,Комфортно и недорого.
108,28,9d7f59d2-8a59-491f-9317-991519ff64bd,4.0,Буду брать ещё раз!
109,29,c23a6ded-7252-46e8-80a3-587240dc38cc,3.0,Не советую.
110,29,cc57fbc9-8b97-41c5-8ce4-934498631646,4.0,"Немного шумновата, но ехать можно."
111,29,c5c53688-d7bb-4e0f-a1a5-b1edc4c78033,4.0,Комфортно и недорого.
112,29,845c9606-8f50-4cbb-9995-895f16a007bd,2.5,Не дотянула до ожиданий.
113,30,3f7cf720-f420-43b1-9ebd-c3c41ba0d598,3.0,Многие недочёты.
114,30,6300bab6-c4f1-4d35-940f-5a4e85eb006d,4.0,Комфортно и недорого.
115,30,a3419a0f-6bb6-4a5b-999e-02ef80d30050,3.0,Комфортно и недорого.
116,30,3112ed1e-b828-4e62-b01a-f6a43113e36d,5.0,Отлично!
117,30,566a36cb-2f56-4d5c-bd87-b5010ca46661,3.5,"Немного шумновата, но ехать можно."
118,31,3112ed1e-b828-4e62-b01a-f6a43113e36d,4.0,Буду брать ещё раз!
119,31,a5886e75-89fc-4767-8c3d-06b19d155ddc,3.0,Многие недочёты.
120,32,514c3caf-8f23-49c8-8e9d-24481a0a5c0b,1.5,Многие недочёты.
121,32,d6a37322-b264-4741-aaef-d7dd09e9c6f6,3.5,"Немного шумновата, но ехать можно."
122,32,014b31ef-9999-43ca-81ac-8b2b3d88eb58,2.5,Не советую.
123,32,18a096a0-8d04-45b0-9559-a8a9d280f3f7,2.5,Многие недочёты.
124,33,522ad27d-4485-4475-8c91-00ec2d0f4a27,4.0,Проблем не было.
125,33,b5e71c94-23c8-4f7f-bea7-bedef0b7b443,4.0,Машина в хорошем состоянии.
126,33,64f84c12-435a-4c39-b90b-cf26b6194026,3.0,Машина в хорошем состоянии.
127,33,20d395ec-1a53-4d40-8e33-6381770165ff,4.0,Отлично!
128,34,18a096a0-8d04-45b0-9559-a8a9d280f3f7,3.0,Не дотянула до ожиданий.
129,34,cae8a3bf-0d11-4ace-ac16-e034a2e10176,4.0,Машина в хорошем состоянии.
130,34,e1b49306-1e1e-462d-87d0-4a9c5ff9492a,5.0,Проблем не было.
131,34,81f9b799-1416-4497-9895-2cd7422db94b,3.0,"Немного шумновата, но ехать можно."
132,35,81f2c935-40e7-48aa-9bf8-e60a925d9ca8,4.5,Буду брать ещё раз!
133,35,a040fd97-d50e-442a-8c74-ad2b98ac5704,3.5,Комфортно и недорого.
134,35,00f866cc-13ab-4c3e-a37b-2b45574ef607,4.0,"Немного шумновата, но ехать можно."
135,35,e25071ef-aa4c-41f2-868b-4baee604b639,2.0,Не дотянула до ожиданий.
136,36,a963417e-61a4-4e9a-8b97-a3702489826a,3.0,Машина в хорошем состоянии.
137,36,5d43f854-4d56-46e7-99fa-f53965c6c505,3.0,Не советую.
138,36,3854c3e7-34e2-49a7-b6d9-9fd8d05fdcc4,3.0,Комфортно и недорого.
139,36,cdb073ae-1c35-4587-9690-a8467b8e7af5,3.0,"Немного шумновата, но ехать можно."
140,36,aa4ae026-80ad-407e-989b-9dda6fd63d62,5.0,Проблем не было.
141,36,866f1a83-f703-4bf4-9df6-d0b2fd083b9f,4.0,Машина в хорошем состоянии.
142,37,a81ccddd-4642-4da2-8636-c85e7416fb2d,4.0,Буду брать ещё раз!
143,37,fe12db5d-9c36-4810-b9be-1629fd07af5e,4.0,Проблем не было.
144,38,d6a37322-b264-4741-aaef-d7dd09e9c6f6,3.0,Комфортно и недорого.
145,38,0fb5fac3-9c66-45ee-b0eb-57ab5edebc2a,3.0,Комфортно и недорого.
146,38,b9524ab1-6151-41ac-be66-4f6fba141249,2.5,Не советую.
147,39,fe12db5d-9c36-4810-b9be-1629fd07af5e,4.5,"Все супер, рекомендую."
148,39,d05bd9f4-6b29-43b0-b367-1abdb316bc8b,3.5,Комфортно и недорого.
149,39,f3f5d0d4-e160-41bc-988a-aebf4bf1e31f,4.0,Мало места для багажа.
150,40,98f20c2a-5d72-42ed-9fcc-d2bcc0f97ad5,4.0,Мало места для багажа.
151,40,9473ab3c-aa90-41d7-bf6c-fd7b35e951c3,3.0,"Немного шумновата, но ехать можно."
152,40,6300bab6-c4f1-4d35-940f-5a4e85eb006d,4.0,Комфортно и недорого.
153,40,c904e6c6-1e3a-4860-bf49-1ef5f87df450,4.0,Буду брать ещё раз!
154,40,5211820f-9628-42bd-a17a-68eefc39f033,4.5,Буду брать ещё раз!
155,40,eadb2931-f4e0-4270-a23b-52b56d7e8a00,3.0,Проблемы с надёжностью.
156,40,f3f5d0d4-e160-41bc-988a-aebf4bf1e31f,3.5,Мало места для багажа.
157,41,34d6551e-b6ac-43ce-b7a5-fef90f9f787c,5.0,Отлично!
158,41,307fce46-93dd-42e0-85fc-e2b9780b8daa,5.0,"Все супер, рекомендую."
159,42,a0428948-6ac4-42c7-9ba7-792c130ee994,4.5,Буду брать ещё раз!
160,42,6ef14009-67e2-48ce-8a8e-ef680e18f2a3,3.5,"Немного шумновата, но ехать можно."
161,42,cffd5c21-ef4f-4afe-9f60-ee41a73bb1bb,4.5,"Все супер, рекомендую."
162,42,bff6ffa5-bdea-4d87-a762-59dac6ae099c,3.0,Комфортно и недорого.
163,42,25904063-803b-444b-8c38-50a661c4cb42,2.0,Не дотянула до ожиданий.
164,42,71c44129-41dd-4631-8f93-1fc3a364db65,4.5,Проблем не было.
165,42,64f84c12-435a-4c39-b90b-cf26b6194026,3.0,"Немного шумновата, но ехать можно."
166,43,a60afa35-e875-4c13-a472-68e0817d3c05,5.0,Проблем не было.
167,43,5b1f3fd1-4fee-48f0-87f5-3a444296cea6,3.0,Машина в хорошем состоянии.
168,43,f1cc3dd1-99a7-4318-ada2-09f5cb246d35,5.0,Буду брать ещё раз!
169,43,e4029dba-2abc-4439-a763-6a80da15e783,3.5,"Немного шумновата, но ехать можно."
170,43,ac766acf-9aa0-40c5-90ad-d54ad9b8e238,4.5,Буду брать ещё раз!
171,43,9d9129f6-7091-4dd6-9954-77e490cdf45f,5.0,"Все супер, рекомендую."
172,44,8f7b48db-08d8-4897-8a92-3dc6c261e422,3.0,Проблемы с надёжностью.
173,44,569b8585-ecb3-482b-8fd7-da7ba84ac7da,1.0,Многие недочёты.
174,44,87d7af40-cc19-4bbf-8bf9-5ee85615f5ed,4.0,Машина в хорошем состоянии.
175,44,9d9129f6-7091-4dd6-9954-77e490cdf45f,5.0,Проблем не было.
176,45,64cac0bd-d6da-4e5e-86c7-7b1e83d933d9,1.0,Проблемы с надёжностью.
177,45,6f27692b-78e7-4e30-a87e-05e99cf97702,1.0,Не дотянула до ожиданий.
178,45,142f2c55-bcb3-4d6d-96f4-1ab0dd33c73f,3.0,Мало места для багажа.
179,45,8455596e-554c-401b-899d-7e459b27959b,1.5,Не дотянула до ожиданий.
180,46,a431f19c-75c9-4909-9448-5fc17bcca579,4.0,"Немного шумновата, но ехать можно."
181,46,74affd3a-3465-4afd-9abd-0c83ec973bcd,5.0,"Все супер, рекомендую."
182,46,38b26bca-6d68-4fe9-9c94-bf7a1dc6dbf1,5.0,Проблем не было.
183,46,e9778e98-9e19-4f3b-9c88-f69ee24216ba,4.0,Комфортно и недорого.
184,46,f55fa159-5937-4db5-99a1-bfc123dae58a,4.5,Проблем не было.
185,46,9d7f59d2-8a59-491f-9317-991519ff64bd,4.5,Отлично!
186,47,6220fdbf-79e0-4089-9001-574a48a203e8,4.0,"Все супер, рекомендую."
187,47,8747822a-8b52-441a-9fcb-0902b91bd210,3.0,"Немного шумновата, но ехать можно."
188,47,e5731498-8e9d-4ccb-80b2-434b15823f54,2.5,Не советую.
189,48,38b26bca-6d68-4fe9-9c94-bf7a1dc6dbf1,5.0,Отлично!
190,48,6bc062b8-fc20-4554-8a0c-1a31e4ad2b85,4.0,Мало места для багажа.
191,48,a22dfdff-718c-4693-a5c7-bea68e6170b9,4.5,"Все супер, рекомендую."
192,49,38fa0841-65f2-4fc6-8ec4-ec13cd466f5f,3.0,Комфортно и недорого.
193,49,27fc79f4-efbb-44c3-911b-319b72bbb10d,3.0,"Немного шумновата, но ехать можно."
194,49,b1e0e8d9-c0c5-4a98-b527-0f802756071a,1.0,Не советую.
195,49,71c44129-41dd-4631-8f93-1fc3a364db65,5.0,"Все супер, рекомендую."
196,50,8a83c5a4-883e-44d7-8d2c-e5e4f16dac9b,2.5,Не дотянула до ожиданий.
197,50,f5b66b72-ef54-44a5-aa01-f3a5273c3f2e,3.5,"Немного шумновата, но ехать можно."
198,51,b29f41e1-f8fd-482f-8c68-ddedc1ad0ae9,2.5,Проблемы с надёжностью.
199,51,014b31ef-9999-43ca-81ac-8b2b3d88eb58,1.5,Не дотянула до ожиданий.
200,51,ce22d993-5e77-4a42-9a15-8a827ef2ddf6,3.0,Мало места для багажа.
201,51,b096109e-1f17-4e00-a274-68dc53635bd1,5.0,Буду брать ещё раз!
202,52,2d38564d-f4fa-47e7-ae79-79bde01cd94e,3.0,Мало места для багажа.
203,52,e1dcb348-5f67-4364-bc30-e07b7783f494,2.0,Многие недочёты.
204,52,ab92e25d-e166-45b3-b7c6-30a175d23c2e,2.5,Не дотянула до ожиданий.
205,52,2a437a69-6081-4215-8027-3e9cf6764bb9,4.0,Проблем не было.
206,53,b55d7381-67c5-404a-a1c7-dde9e5a3e4e3,3.0,Не советую.
207,53,91c0fa11-fb5d-454d-94cc-62cf5a425966,1.5,Проблемы с надёжностью.
208,53,ae57ff5c-049d-41a3-8277-6fad711791a3,2.5,Не дотянула до ожиданий.
209,54,a1877091-ff68-457a-936f-f4b5c906566a,3.0,"Немного шумновата, но ехать можно."
210,54,a5cba6db-5053-4db4-a9f5-71cc05878161,4.5,Отлично!
211,54,8455596e-554c-401b-899d-7e459b27959b,2.0,Не советую.
212,54,017fa7fe-e495-4e83-857a-3813e31f398b,4.0,Машина в хорошем состоянии.
213,54,19bbaae7-d987-460b-b62e-cd11db3420f5,4.0,"Немного шумновата, но ехать можно."
214,55,e4a7f034-ff9f-4f18-b4de-5c582347d550,4.0,Проблем не было.
215,55,3589bd2e-df69-4d0b-aafd-240df0b23435,1.0,Не советую.
216,55,555d261d-6573-4324-be53-4f41e0f30cb0,2.0,Не советую.
217,55,738dc5a6-5164-47dd-8e71-c1e4b62bbece,4.0,Мало места для багажа.
218,55,ac5b40bd-04b4-48f1-b56c-979fa296ba40,5.0,"Все супер, рекомендую."
219,56,a040fd97-d50e-442a-8c74-ad2b98ac5704,3.0,Машина в хорошем состоянии.
220,56,d93b0101-5c1f-49eb-8bcd-816aa0ffc331,4.0,Отлично!
221,56,57137ec0-abda-4f32-8cd8-005c500d079a,4.0,Мало места для багажа.
222,57,44e0f0ea-e38e-482b-9b2d-f42b7c16cbca,4.0,"Немного шумновата, но ехать можно."
223,57,18a096a0-8d04-45b0-9559-a8a9d280f3f7,1.0,Проблемы с надёжностью.
224,57,b1124832-a481-4a24-8da0-090500a346f1,5.0,Буду брать ещё раз!
225,57,1b87ccb7-f1d5-44e8-9697-3c6ccbd5aac7,4.5,Проблем не было.
226,58,924ee4ba-4931-48a0-a4c9-bfe94381b854,3.5,Машина в хорошем состоянии.
227,58,005d849b-2a41-4865-8639-e757c5e08e72,4.0,Машина в хорошем состоянии.
228,58,6220fdbf-79e0-4089-9001-574a48a203e8,4.0,Буду брать ещё раз!
229,58,f5b66b72-ef54-44a5-aa01-f3a5273c3f2e,4.0,"Немного шумновата, но ехать можно."
230,59,3a5ea359-6b4e-426b-be0b-aa75996dc620,3.0,Мало места для багажа.
231,59,11e6afbd-b9d0-427b-96dd-d591e43974c6,1.0,Не дотянула до ожиданий.
232,59,f1cc3dd1-99a7-4318-ada2-09f5cb246d35,5.0,Буду брать ещё раз!
233,60,020f02ec-d9a9-4307-9db5-cb5d52d209a7,3.0,Многие недочёты.
234,60,e9e51bb6-c71a-4d4e-9820-0d2e23be8d13,4.0,Мало места для багажа.
235,60,81680ea5-5dfe-43a6-b1d1-f342f52d0ba1,4.5,"Все супер, рекомендую."
236,60,58ad9d1a-07c6-4406-856f-ef2ca64bcf48,3.0,Комфортно и недорого.
237,60,f226c9a4-21ac-47b7-a950-0fbe965b2c8b,3.0,Комфортно и недорого.
238,61,408152a2-56ea-4209-90ef-f7a320ed971a,5.0,Отлично!
239,61,b68bc906-e508-49da-b065-2629a500ccca,4.0,Комфортно и недорого.
240,61,30b1143d-762a-4e3d-b494-557894d610c2,2.5,Многие недочёты.
241,62,8f043a9b-4158-4b2a-a18e-bb43e632bf78,2.5,Не дотянула до ожиданий.
242,62,020f02ec-d9a9-4307-9db5-cb5d52d209a7,2.0,Не советую.
243,62,28b604a7-fbaf-4cb3-a1b9-4bd2a764d132,5.0,Проблем не было.
244,62,81f9b799-1416-4497-9895-2cd7422db94b,4.0,"Немного шумновата, но ехать можно."
245,63,2f90ac14-49bf-42da-8121-8ab4d65d4065,2.0,Проблемы с надёжностью.
246,63,810459a2-8022-4f67-928f-31b52f130c5f,1.5,Не дотянула до ожиданий.
247,63,369bb221-f008-4ed3-a294-4d72826ff883,4.0,Буду брать ещё раз!
248,63,399c117c-82cd-448c-86dc-5ffb4e4358a0,4.0,"Все супер, рекомендую."
249,63,40e60e9b-3bba-4139-92a7-fa4864ca9fb6,3.0,Не дотянула до ожиданий.
250,64,5b1f3fd1-4fee-48f0-87f5-3a444296cea6,3.0,Мало места для багажа.
251,64,8db70bec-f05a-4650-a3fd-c1c96e08302f,3.0,Комфортно и недорого.
252,64,8a83c5a4-883e-44d7-8d2c-e5e4f16dac9b,2.5,Проблемы с надёжностью.
253,64,09f35f8f-e287-4a75-bfda-84209201c588,4.0,Буду брать ещё раз!
254,65,af25cc61-a0b3-41ba-a7c9-5fd536828ddc,2.0,Проблемы с надёжностью.
255,65,cdb073ae-1c35-4587-9690-a8467b8e7af5,3.5,Комфортно и недорого.
256,66,5b1f3fd1-4fee-48f0-87f5-3a444296cea6,4.0,Мало места для багажа.
257,66,64cac0bd-d6da-4e5e-86c7-7b1e83d933d9,1.5,Многие недочёты.
258,66,68386f43-4d7b-41cf-8d12-33eadb00e4cc,4.0,"Немного шумновата, но ехать можно."
259,66,3ab17236-ed7b-40e4-b526-ace32b1504bc,5.0,Отлично!
260,66,14761439-b788-45d1-ab70-7952c9f4e2b8,3.5,Машина в хорошем состоянии.
261,66,a5698630-03a5-455e-95d2-bde9047abca0,1.0,Многие недочёты.
262,67,84910651-24e1-47d1-a75c-4b63e451d420,3.5,Машина в хорошем состоянии.
263,67,a294de4d-dea5-4b9a-84a5-517954601243,2.5,Не дотянула до ожиданий.
264,68,71c44129-41dd-4631-8f93-1fc3a364db65,4.5,"Все супер, рекомендую."
265,68,2ece7079-f1a5-4622-952c-66d8bbd7d6d6,5.0,Проблем не было.
266,68,738dc5a6-5164-47dd-8e71-c1e4b62bbece,4.0,Комфортно и недорого.
267,68,014b31ef-9999-43ca-81ac-8b2b3d88eb58,1.5,Не дотянула до ожиданий.
268,68,e25071ef-aa4c-41f2-868b-4baee604b639,2.0,Не советую.
269,68,b9524ab1-6151-41ac-be66-4f6fba141249,2.0,Не советую.
270,69,e743ef76-ff27-4642-902b-3318ec0b4ccf,5.0,Проблем не было.
271,69,6d0fd27f-b95c-4c9b-b5b7-0d60886d4932,2.5,Проблемы с надёжностью.
272,69,25a2a27a-09b5-46d5-a8f4-aaa943b1774a,2.0,Многие недочёты.
273,69,4fe5620d-69cc-453d-81ff-79b448f67f14,1.0,Не дотянула до ожиданий.
274,70,b8f354f6-9bf4-4b74-a3f5-591077cca44c,4.0,Проблем не было.
275,70,c0e9a6bf-a728-43d5-b4db-f61fdead2bdf,2.0,Проблемы с надёжностью.
276,70,57016132-25ec-4118-a6a2-7bbcf3eb0e85,1.0,Проблемы с надёжностью.
277,71,bc88d0c9-7a84-4b67-9ae0-86679239062c,4.0,"Немного шумновата, но ехать можно."
278,71,6220fdbf-79e0-4089-9001-574a48a203e8,4.0,Буду брать ещё раз!
279,71,4a3670cc-322f-4edb-bd05-fd34e3c84c3c,4.0,Машина в хорошем состоянии.
280,71,6bc062b8-fc20-4554-8a0c-1a31e4ad2b85,3.5,Мало места для багажа.
281,71,43dbeb0f-6212-4954-a358-9530e12319eb,4.0,Машина в хорошем состоянии.
282,71,4c427e33-f42b-4f2f-8e62-2b5b39c4a697,4.0,Комфортно и недорого.
283,71,347140ee-76ac-4cef-8b91-eb26c4c964d4,1.0,Проблемы с надёжностью.
284,71,7af7b9db-a4a2-45fe-968d-3d6f4ba6f8fd,4.0,Буду брать ещё раз!
285,72,5ca7ae89-b9f5-4b1d-8237-07664857c034,1.5,Многие недочёты.
286,72,99fb9506-23e1-4594-ae54-6f80f02f74b8,1.0,Проблемы с надёжностью.
287,72,84910651-24e1-47d1-a75c-4b63e451d420,4.0,Комфортно и недорого.
288,72,e4a7f034-ff9f-4f18-b4de-5c582347d550,4.5,Буду брать ещё раз!
289,73,b1124832-a481-4a24-8da0-090500a346f1,4.0,Отлично!
290,73,cae8a3bf-0d11-4ace-ac16-e034a2e10176,4.0,Мало места для багажа.
291,73,e5731498-8e9d-4ccb-80b2-434b15823f54,1.0,Многие недочёты.
292,74,2d38564d-f4fa-47e7-ae79-79bde01cd94e,3.5,Машина в хорошем состоянии.
293,74,e5731498-8e9d-4ccb-80b2-434b15823f54,2.0,Проблемы с надёжностью.
294,74,5ec15b19-b00c-40ed-b734-a6127ca1923a,4.5,Проблем не было.
295,74,b6fec96e-accf-46ce-bfeb-ea71b026fcf9,4.0,"Все супер, рекомендую."
296,75,a1877091-ff68-457a-936f-f4b5c906566a,3.0,Комфортно и недорого.
297,75,8c5a95fc-3302-4f7d-b1cf-4b10d4824ddc,2.5,Проблемы с надёжностью.
298,75,3589bd2e-df69-4d0b-aafd-240df0b23435,2.0,Не советую.
299,75,68903c06-95c8-490e-a9aa-bff6b06e0358,4.0,"Все супер, рекомендую."
300,76,82e78582-36a2-463c-b581-7c7362784e82,4.5,Проблем не было.
